"ASSESSMENT","RECORD_ID","STREAM_LAK","STREAM_NAM","LAKE_NAME","BEACH_NAME","LLID_STREA","LLID_STR_1","LLID_LAKE","EPA_BEACH_","SEGMENT_ID","HUC_4TH_CO","HUC_4TH_NA","HUC_3RD_NA","MILES","RM1","RM2","SEGMENT_MI","POLLUTANT","POLLUTANT_","SEASON","SEASON_ID","ASSESSME_1","ASSESSME_2","ACTION","ACTION_ID","NUMERIC_CR","AFFECTED_U","LISTING_ST","STATUS_ID","PREVIOUS_S","PREVIOUS_A","LISTING_YE","TMDL_INFO","CRITERIA","COMMENTS","SUMMARY","Shape_Leng","PlanName"
26027,12957,"South Fork Silver Creek","South Fork Silver Creek",NA,NA,1226643448890,1226643448890,0,NA,9202,"17090009","Molalla-Pudding","Willamette","0 to 7",0,7,7,"Temperature",12,"Year Round (Non-spawning)",71,2010,"2010/10/29","No action",21,34,"Salmon and trout rearing and migration","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum",NA,"2004 Data: 
[DEQ] LASAR 25784 River Mile 1.4: From 6/17/2001 to 8/31/2001, 4 days with 7-day-average maximum > 18 degrees Celsius.",36659.9975252,"Molalla-Pudding French Prairie North Santiam"
26017,12939,"Teasel Creek","Teasel Creek",NA,NA,1225902451100,1225902451100,0,NA,9113,"17090009","Molalla-Pudding","Willamette","0 to 6.3",0,6.3,6.3,"Temperature",12,"Year Round (Non-spawning)",71,2010,"2010/10/29","No action",21,34,"Salmon and trout rearing and migration","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum",NA,"2004 Data: 
[DEQ] LASAR 23862 River Mile 0.2: From 6/12/2000 to 9/17/2000, 66 days with 7-day-average maximum > 18 degrees Celsius.",32850.0223549,"Molalla-Pudding French Prairie North Santiam"
26087,13038,"Patterson Creek","Patterson Creek",NA,NA,1229968451160,1229968451160,0,NA,2868,"17090007","Middle Willamette","Willamette","0 to 7.2",0,7.2,7.2,"Temperature",12,"Year Round (Non-spawning)",71,2010,"2010/10/29","No action",21,34,"Salmon and trout rearing and migration","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum",NA,"2004 Data: 
[DEQ] LASAR 23855 River Mile 3.9: From 6/12/2000 to 9/17/2000, 40 days with 7-day-average maximum > 18 degrees Celsius.",37852.3564237,"Molalla-Pudding French Prairie North Santiam"
25960,12797,"Marion Creek Trib","Marion Creek Trib",NA,NA,1218805445700,1218805445700,0,NA,2924,"17090005","North Santiam","Willamette","0 to 2.8",0,2.8,2.8,"Temperature",12,"Year Round (Non-spawning)",71,2010,"2010/10/29","No action",21,34,"Salmon and trout rearing and migration","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum",NA,"2004 Data: 
[DEQ] LASAR 22945 River Mile 0.2: From 7/5/1999 to 9/18/1999, 2 days with 7-day-average maximum > 18 degrees Celsius.",14655.1991698,"Molalla-Pudding French Prairie North Santiam"
29710,25778,"Pudding River","Pudding River",NA,NA,1227161452840,1227161452840,0,NA,31782,"17090009","Molalla-Pudding","Willamette","47.5 to 61.8",47.5,61.8,14.3,"Dissolved Oxygen",6,"October 15 - May 15",46,2012,"2013/06/25","Added to database",7,4,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,NA,NA,NA,NA,"Spawning: Not less than 11.0 mg/L or 95% of saturation",NA,"2012 Data: 
[DEQ] STATION 31878 at RM 49.3 from 10/31/2002 to 10/31/2005, 11 of 16 (69%) samples < 11.0 mg/l and < 95% saturation",72551.6450096,"Molalla-Pudding French Prairie North Santiam"
29727,25283,"Champoeg Creek","Champoeg Creek",NA,NA,1228818452550,1228818452550,0,NA,1683,"17090007","Middle Willamette","Willamette","0 to 7.5",0,7.5,7.5,"Dissolved Oxygen",6,"January 1 - May 15",41,2012,"2013/06/25","Added to database",7,4,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,NA,NA,NA,NA,"Spawning: Not less than 11.0 mg/L or 95% of saturation",NA,"2012 Data: 
[DEQ] STATION 33638 at RM 0.5 from 02/21/2006 to 05/14/2011, 15 of 20 (75%) samples < 11.0 mg/l and < 95% saturation",37614.2776851,"Molalla-Pudding French Prairie North Santiam"
26417,7279,"Clark Creek","Clark Creek",NA,NA,1230332449270,1230332449270,0,NA,1779,"17090007","Middle Willamette","Willamette","0 to 1.9",0,1.9,1.9,"E. Coli",2,"Undefined",72,2010,"2010/10/29","No action",21,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",NA,"2004 Data: 
[City of Salem] Site CLA1 River Mile 0: From 7/16/2001 to 9/17/2003, 10 out of 16 samples (62%) > 406 organisms.",9932.75400553,"Molalla-Pudding French Prairie North Santiam"
26412,21927,"West Fork Little Pudding River","West Fork Little Pudding River",NA,NA,1229328449940,1229328449940,0,NA,12225,"17090009","Molalla-Pudding","Willamette","0 to 5.1",0,5.1,5.1,"E. Coli",2,"FallWinterSpring",2,2010,"2010/10/29","No action",21,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",NA,"2004 Data:
[City of Salem] Site LPW1 River Mile 1.1: From 7/18/2001 to 9/17/2003, 3 out of 15 samples (20%) > 406 organisms.",26547.3957353,"Molalla-Pudding French Prairie North Santiam"
26418,21938,"Shelton Ditch","Shelton Ditch",NA,NA,1230368449350,1230368449350,0,NA,12226,"17090007","Middle Willamette","Willamette","0 to 2.2",0,2.2,2.2,"E. Coli",2,"FallWinterSpring",2,2010,"2010/10/29","No action",21,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",NA,"2004 Data: 
[City of Salem] Site SHE10 River Mile 2: From 7/16/2001 to 9/17/2003, 4 out of 16 samples (25%) > 406 organisms.",11420.4839984,"Molalla-Pudding French Prairie North Santiam"
29575,25284,"Champoeg Creek","Champoeg Creek",NA,NA,1228818452550,1228818452550,0,NA,1683,"17090007","Middle Willamette","Willamette","0 to 7.5",0,7.5,7.5,"Dissolved Oxygen",6,"Year Round (Non-spawning)",71,2012,"2013/06/25","Added to database",7,8,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,NA,NA,NA,NA,"Cool water: Not less than 6.5 mg/l",NA,"2012 Data: 
[DEQ] STATION 33638 at RM 0.5 from 05/16/2006 to 12/17/2011, 8 of 41 (20%) samples < 6.5 mg/L",37614.2776851,"Molalla-Pudding French Prairie North Santiam"
28331,24596,"Clatskanie River","Clatskanie River",NA,NA,1232215461210,1232215461210,0,NA,9900,"17080003","Lower Columbia-Clatskanie","Lower Columbia","0 to 25.6",0,25.6,25.6,"Dissolved Oxygen",6,"Year Round (Non-spawning)",71,2010,"2013/01/29","No action",21,7,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: EPA addition to 303(d) list","Previous Assessment Year: 2010",NA,"Cold water: Not less than 8.0 mg/l or 90% of saturation","Estuarine criteria applicable from RM 0 - 1.9. See Record 21106","2010 Data:
EPA addition to 303(d) list 12/14/2012:  Three exceedences of the cold water aquatic life criteria  out of 6 days of sampling between 7/18/99 and 8/16/99 at LASAR station 22952, Clatskanie River downstream of STP. Two exceedences of the cold",133197.102743,"North Coast"
15133,21131,"Skipanon Waterway","Skipanon Waterway",NA,NA,1239022461910,1239022461910,0,NA,12161,"17080006","Lower Columbia","Lower Columbia","0 to 2.1",0,2.1,2.1,"Dissolved Oxygen",6,"Year Round (Non-spawning)",71,2004,"2006/04/25","No action",21,10,"Estuarine water","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004",NA,"Estuarine: Not less than 6.5 mg/l",NA,"Previous Data:  Modeling analysis by Craig Hesterlee in 10/7/2002 DEQ Memo ""Evaluation of impact of current industrial dischargers to Skipanon River estuarine embayment (Skipanon Waterway)"".
[DEQ] LASAR 22312 River Mile 1.6: From 8/26/1999 to 9/6/2000,",10890.5352876,"North Coast"
28743,19250,"Three Rivers","Three Rivers",NA,NA,1238734452350,1238734452350,0,NA,10704,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 12.5",0,12.5,12.5,"E. Coli",2,"Summer",1,2012,"2013/04/01","Status modification",24,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 2: Attaining some criteria/uses","Previous Action: Added to database","Previous Assessment Year: 2004","TMDL Approved: 05/13/2002
Nestucca Bay Watershed TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/northcoast.htm#wtns"">Nestucca Bay Watershed TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",NA,"Based on EPA analysis of available data for 303(d) additions proposed in March 2012: Exceedences of the geometric mean criteria out of 5 days of sampling at LASAR station 11003, Three Rivers at Hebo Bridge, between 9/5/02 and 9/30/02.    Exceedences of t",65255.8226484,"North Coast"
15122,21120,"Hoquarten Slough","Hoquarten Slough",NA,NA,1238665454640,1238665454640,0,NA,10691,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 2.6",0,2.6,2.6,"Dissolved Oxygen",6,"Year Round (Non-spawning)",71,2004,"2005/04/11","No action",21,10,"Estuarine water","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004",NA,"Estuarine: Not less than 6.5 mg/l",NA,"Previous Data:  [DEQ/ODA - Salem] LASAR 13430 River Mile 1.9: From 9/24/1997 to 10/29/1998, 8 out of 10 samples (80%) < 6.5 mg/l and applicable % saturation.
[DEQ/ODA - Salem] LASAR 12835 River Mile 0.2: From 9/25/1997 to 9/25/1997, 0 out of 1 samples (",13507.7312359,"North Coast"
28548,19764,"Netarts Bay","Netarts Bay",NA,NA,1239524454340,1239524454340,0,NA,2407,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 4.2",0,4.2,4.2,"Fecal Coliform",3,"Year Round",3,2010,"2013/01/29","No action",21,2,"Shellfish growing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010",NA,"Fecal coliform median of 14 organisms per 100 ml; no more than 10% > 43 organisms per 100 ml",NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Two exceedences out of 19 days of sampling  at LASAR station 13314, Netarts Bay at Cape Lookout-Netarts RD junction, between 2/16/00 and 5/22/02.

Previous Data:
[ODA] LASAR 13311 River Mile 0.5: Fro",22209.2551255,"North Coast"
14354,21050,"Wilson River","Wilson River",NA,NA,1238972454920,1238972454920,0,NA,11957,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","5.8 to 27.2",5.8,27.2,21.4,"Dissolved Oxygen",6,"September 1 - June 15",49,2004,"2005/04/11","No action",21,4,"Salmon and steelhead spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004",NA,"Spawning: Not less than 11.0 mg/L or 95% of saturation",NA,"Previous Data:  [DEQ/ODA - Salem] LASAR 12927 River Mile 8: From 9/24/1997 to 9/24/1997, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ/ODA - Salem] LASAR 13028 River Mile 9.7: From 9/24/1997 to 9/24/1997, 0 out of 1 samples (0%) <",112218.844813,"North Coast"
25594,23015,"Pacific Ocean","Pacific Ocean",NA,"Rockaway Beach",1240637462560,1240637462560,0,"OR425623",30908,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","50.6 to 53.1",50.6,53.1,2.5,"Enterococcus",16,"Summer",1,2010,"2010/10/01","No action",21,45,"Water contact recreation","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2010",NA,"Geometric mean of 35 Enterococci per 100 ml","5 Beach Advisories issued when single sample exceeded 158 organisms.","2010 Data: 
LASAR 29387 River Mile 51.72 FROM 5/28/2003 To 9/22/2008 0 out of 5 geometric means > 35 organisms; maximum single sample of 160 organisms.
LASAR 34724 River Mile 52.06 FROM 5/13/2008 To 9/23/2008 1 out of 1 geometric means > 35 organisms;",13200.0000695,"North Coast"
15005,12378,"Skipanon River","Skipanon River",NA,NA,1239211461660,1239211461660,0,NA,2373,"17080006","Lower Columbia","Lower Columbia","0 to 6.1",0,6.1,6.1,"Dissolved Oxygen",6,"Year Round (Non-spawning)",71,2004,"2005/04/11","No action",21,7,"Cold-water aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004",NA,"Cold water: Not less than 8.0 mg/l or 90% of saturation",NA,"Previous Data:  [DEQ] LASAR 24037 River Mile 3.4: From 9/5/2000 to 8/20/2003, 3 out of 4 samples (75%) < 8 mg/l and applicable % saturation.
[DEQ] LASAR 24347 River Mile 5.8: From 9/6/2000 to 9/6/2000, 1 out of 1 samples (100%) < 8 mg/l and applicable %",31308.3409527,"North Coast"
22119,19494,"Skipanon River","Skipanon River",NA,NA,1239211461660,1239211461660,0,NA,2373,"17080006","Lower Columbia","Lower Columbia","0 to 6.1",0,6.1,6.1,"E. Coli",2,"Summer",1,2004,"2005/04/25","No action",21,1,"Water contact recreation","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004",NA,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",NA,"Previous Data:  [DEQ] LASAR 12699 River Mile 5.7: From 6/25/1996 to 8/25/1999, 0 out of 2 samples (0%) > 406 organisms; maximum 30-day log mean of 0
[ ] LASAR 12702 River Mile 4.6: From 6/25/1996 to 6/25/1996, 1 out of 1 samples (100%) > 406 organisms;",31308.3409527,"North Coast"
25642,23063,"Pacific Ocean","Pacific Ocean",NA,"Cannon Beach",1240637462560,1240637462560,0,"OR277842",30890,"17100201","Necanicum","Northern Oregon Coastal","28.9 to 31.2",28.9,31.2,2.3,"Enterococcus",16,"FallWinterSpring",2,2010,"2010/10/01","No action",21,45,"Water contact recreation","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2010",NA,"Geometric mean of 35 Enterococci per 100 ml","10 Beach Advisories issued when single sample exceeded 158 organisms.","2010 Data: 
LASAR 31535 River Mile 29.35 FROM 10/4/2004 To 4/21/2008 0 out of 2 geometric means > 35 organisms; maximum single sample of 73 organisms.
LASAR 29395 River Mile 29.63 FROM 10/23/2002 To 4/20/2009 0 out of 5 geometric means > 35 organisms;",12144.00022,"North Coast"
30726,19068,"Beaver Creek","Beaver Creek",NA,NA,1238275452750,1238275452750,0,NA,10596,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 3",0,3,3,"E. Coli",2,"FallWinterSpring",2,2012,"2013/08/19","Status modification",24,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 2: Attaining some criteria/uses","Previous Action: Added to database","Previous Assessment Year: 2004","TMDL Approved: 5/13/2002
Nestucca Bay Watershed TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/northcoast.htm#wtns"">Nestucca Bay Watershed TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",NA,"Based on EPA analysis of available data for 303(d) additions proposed in March 2012: Exceedences of the geometric mean criteria out of 5 days of sampling at LASAR station 22593, Beaver Creek at confluence with Nestucca River, between 9/5/02 and 9/30/02.",15785.3836946,"North Coast"
25612,23033,"Pacific Ocean","Pacific Ocean",NA,"Twin Rocks Beach",1240637462560,1240637462560,0,"OR603376",30931,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","53.1 to 53.9",53.1,53.9,0.8,"Enterococcus",16,"Summer",1,2010,"2010/10/01","No action",21,45,"Water contact recreation","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2010",NA,"Geometric mean of 35 Enterococci per 100 ml","3 Beach Advisories issued when single sample exceeded 158 organisms.","2010 Data: 
LASAR 30890 River Mile 53.45 FROM 8/9/2004 To 9/22/2008 0 out of 1 geometric means > 35 organisms; maximum single sample of 74 organisms.
LASAR 30888 River Mile 53.5 FROM 5/2/2005 To 5/2/2005 0 out of 0 geometric means > 35 organisms; maxim",4224.00002634,"North Coast"
25584,23005,"Pacific Ocean","Pacific Ocean",NA,"Cannon Beach",1240637462560,1240637462560,0,"OR277842",30890,"17100201","Necanicum","Northern Oregon Coastal","28.9 to 31.2",28.9,31.2,2.3,"Enterococcus",16,"Summer",1,2010,"2010/10/01","No action",21,45,"Water contact recreation","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2010",NA,"Geometric mean of 35 Enterococci per 100 ml","4 Beach Advisories issued when single sample exceeded 158 organisms.","2010 Data: 
LASAR 31535 River Mile 29.35 FROM 8/9/2004 To 5/26/2009 0 out of 5 geometric means > 35 organisms; maximum single sample of 41 organisms.
LASAR 29395 River Mile 29.63 FROM 5/27/2003 To 5/26/2009 0 out of 6 geometric means > 35 organisms; ma",12144.00022,"North Coast"
28501,21119,"Dougherty Slough","Dougherty Slough",NA,NA,1238581454640,1238581454640,0,NA,10680,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 3.2",0,3.2,3.2,"Dissolved Oxygen",6,"Year Round (Non-spawning)",71,2010,"2013/01/29","No action",21,10,"Estuarine water","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010",NA,"Estuarine: Not less than 6.5 mg/l",NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Five exceedences of the estuarine criterion  out of 20 days of sampling between 5/22/07 and  7/28/10 at station 13428, Dougherty Slough at Hwy 101. Ten exceedences of the estuarine criterion  out of 10",16611.2691176,"North Coast"
28786,24876,"Hathaway Slough","Hathaway Slough",NA,NA,1238670455010,1238670455010,0,NA,31696,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 1.4",0,1.4,1.4,"E. Coli",2,"Summer",1,2012,"2013/04/01","New Cat 4A: Water quality limited, TMDL approved",14,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,NA,NA,NA,"TMDL Approved: 09/29/2006
Tillamook Bay Watershed TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/northcoast.htm#wtns"">Tillamook Bay Watershed TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",NA,"Based on EPA analysis of available data for 303(d) additions proposed in March 2012: Thirty-two exceedences of the 406 maximum criteria out of 38 days of sampling at LASAR station 12832, Hathaway Slough at Hwy 101, between 6/5/02 and 9/21/05. Four exceed",7391.99985007,"North Coast"
28789,24879,"Upton Slough","Upton Slough",NA,NA,1239408451650,1239408451650,0,NA,31697,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 0.7",0,0.7,0.7,"E. Coli",2,"Summer",1,2012,"2013/04/01","New Cat 4A: Water quality limited, TMDL approved",14,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,NA,NA,NA,"TMDL Approved: 5/13/2002
Nestucca Bay Watershed TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/northcoast.htm#wtns"">Nestucca Bay Watershed TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",NA,"Based on EPA analysis of available data for 303(d) additions proposed in March 2012: Eight exceedences of the 406 maximum criteria out of 9 days of sampling at LASAR station 26032, Upton Slough at Nestucca Bay Wildlife Refuge US of tidegate, between 8/12",3695.99989802,"North Coast"
15123,21121,"Hall Slough","Hall Slough",NA,NA,1238740454800,1238740454800,0,NA,10711,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 2.3",0,2.3,2.3,"Dissolved Oxygen",6,"Year Round (Non-spawning)",71,2004,"2005/04/11","No action",21,10,"Estuarine water","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004",NA,"Estuarine: Not less than 6.5 mg/l","EPA conducted an assessment in 2010 which resulted in a duplicate listing for Record 21121 but did not apply correct estuarine criteria.","Previous Data:  [ODA] LASAR 12924 River Mile 0.1: From 9/25/1997 to 9/25/1997, 0 out of 1 samples (0%) < 6.5 mg/l and applicable % saturation.
[ODA] LASAR 13427 River Mile 0.9: From 9/24/1997 to 10/29/1998, 8 out of 11 samples (73%) < 6.5 mg/l and appli",11950.903712,"North Coast"
28333,21107,"Beaver Slough","Beaver Slough",NA,NA,1232329461400,1232329461400,0,NA,9915,"17080003","Lower Columbia-Clatskanie","Lower Columbia","0 to 2.4",0,2.4,2.4,"Dissolved Oxygen",6,"Year Round (Non-spawning)",71,2010,"2013/01/29","No action",21,7,"Estuarine water","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010",NA,"Cold water: Not less than 8.0 mg/l or 90% of saturation",NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Two exceedence of the cold water aquatic life criteria  out of 5 days of sampling between 7/18/99 and 8/16/99 at LASAR station 22955, Beaver Slough upstream of Clatskanie Boat Club entrance.

Previous",12692.2712853,"North Coast"
28742,19249,"Three Rivers","Three Rivers",NA,NA,1238734452350,1238734452350,0,NA,10704,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 12.5",0,12.5,12.5,"E. Coli",2,"FallWinterSpring",2,2012,"2013/04/01","Status modification",24,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 2: Attaining some criteria/uses","Previous Action: Added to database","Previous Assessment Year: 2004","TMDL Approved: 05/13/2002
Nestucca Bay Watershed TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/northcoast.htm#wtns"">Nestucca Bay Watershed TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",NA,"Based on EPA analysis of available data for 303(d) additions proposed in March 2012: Exceedences of the geometric mean criteria out of 5 days of sampling at LASAR station 11003, Three Rivers at Hebo Bridge, between 10/7/02 and 11/7/02.

Previous Data:",65255.8226484,"North Coast"
28788,24878,"Upton Slough","Upton Slough",NA,NA,1239408451650,1239408451650,0,NA,31697,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 0.7",0,0.7,0.7,"E. Coli",2,"FallWinterSpring",2,2012,"2013/04/01","New Cat 4A: Water quality limited, TMDL approved",14,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,NA,NA,NA,"TMDL Approved: 09/29/2006
Tillamook Bay Watershed TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/northcoast.htm#wtns"">Tillamook Bay Watershed TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",NA,"Based on EPA analysis of available data for 303(d) additions proposed in March 2012: Ten exceedences of the 406 maximum criteria out of 30 days of sampling at LASAR station 26032, Upton Slough at Nestucca Bay Wildlife Refuge US of tidegate, between 10/7/",3695.99989802,"North Coast"
28760,24854,"Beaver Creek","Beaver Creek",NA,NA,1238275452750,1238275452750,0,NA,10596,"17100203","Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 3",0,3,3,"E. Coli",2,"Summer",1,2012,"2013/04/01","New Cat 4A: Water quality limited, TMDL approved",14,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,NA,NA,NA,"TMDL Approved: 5/13/2002
Nestucca Bay Watershed TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/northcoast.htm#wtns"">Nestucca Bay Watershed TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",NA,"Based on EPA analysis of available data for 303(d) additions proposed in March 2012: Exceedences of the geometric mean criteria out of 5 days of sampling at LASAR station 22593, Beaver Creek at confluence with Nestucca River, between 7/5/00 and 7/26/00.",15785.3836946,"North Coast"
